INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
2;24.07.2010 0:00:00;1;600000;9407
3;24.07.2010 0:00:00;1;600000;9147
4;24.07.2010 0:00:00;1;600000;8968
5;24.07.2010 0:00:00;1;600000;9145
6;24.07.2010 0:00:00;1;600000;9624
7;24.07.2010 0:00:00;1;600000;10203
8;24.07.2010 0:00:00;1;600000;10887
9;24.07.2010 0:00:00;1;600000;11307
10;24.07.2010 0:00:00;1;600000;11235
11;24.07.2010 0:00:00;1;600000;11264
12;24.07.2010 0:00:00;1;600000;11127
13;24.07.2010 0:00:00;1;600000;11133
14;24.07.2010 0:00:00;1;600000;10904
15;24.07.2010 0:00:00;1;600000;10686
16;24.07.2010 0:00:00;1;600000;10569
17;24.07.2010 0:00:00;1;600000;10560
18;24.07.2010 0:00:00;1;600000;10629
19;24.07.2010 0:00:00;1;600000;10349
20;24.07.2010 0:00:00;1;600000;10582
21;24.07.2010 0:00:00;1;600000;10991
22;24.07.2010 0:00:00;1;600000;10618
23;24.07.2010 0:00:00;1;600000;9827
0;25.07.2010 0:00:00;1;600000;9437
1;25.07.2010 0:00:00;1;600000;9333
2;25.07.2010 0:00:00;1;600000;9111
3;25.07.2010 0:00:00;1;600000;8900
4;25.07.2010 0:00:00;1;600000;8657
5;25.07.2010 0:00:00;1;600000;8844
6;25.07.2010 0:00:00;1;600000;8922
7;25.07.2010 0:00:00;1;600000;9474
8;25.07.2010 0:00:00;1;600000;10016
9;25.07.2010 0:00:00;1;600000;10294
10;25.07.2010 0:00:00;1;600000;10343
11;25.07.2010 0:00:00;1;600000;10416
12;25.07.2010 0:00:00;1;600000;10539
13;25.07.2010 0:00:00;1;600000;10382
14;25.07.2010 0:00:00;1;600000;10353
15;25.07.2010 0:00:00;1;600000;10317
16;25.07.2010 0:00:00;1;600000;10244
17;25.07.2010 0:00:00;1;600000;10247
18;25.07.2010 0:00:00;1;600000;10347
19;25.07.2010 0:00:00;1;600000;10211
20;25.07.2010 0:00:00;1;600000;10727
21;25.07.2010 0:00:00;1;600000;10969
22;25.07.2010 0:00:00;1;600000;10440
23;25.07.2010 0:00:00;1;600000;9785
